,source,confidence,target,weight
11126,THAP11,B,SLC4A2,0.5
11127,CTCF,B,DOCK4,0.5
11128,CTCF,B,DNMBP,0.5
11129,CTCF,B,DNAJB12,0.5
11130,NR2C2,B,SNRNP200,0.5
11131,CTCF,B,DLGAP4,0.5
11132,CTCF,B,DLGAP1,0.5
11133,CTCF,B,DLG2,0.5
11134,CTCF,B,DIS3L2,0.5
11135,CTCF,B,DIAPH1,0.5
11136,CTCF,B,DGKG,0.5
11137,CTCF,B,DGKD,0.5
11138,THAP11,B,SNX17,0.5
11139,CTCF,B,DENND3,0.5
11140,NR2C2,B,TAF2,0.5
11141,CTCF,B,DCTPP1,0.5
11142,CTCF,B,DCHS2,0.5
11143,CTCF,B,DCDC1,0.5
11144,CTCF,B,DAPK1,0.5
11145,CTCF,B,DAB2IP,0.5
11146,CTCF,B,CYFIP2,0.5
11147,CTCF,B,CUX1,0.5
11148,THAP11,B,TMEM115,0.5
11149,CTCF,B,CUEDC1,0.5
11150,CTCF,B,CTNND2,0.5
11151,CTCF,B,CTNNA1,0.5
11152,CTCF,B,CTIF,0.5
11153,MEIS2,B,MCC,0.5
11154,CTCF,B,DPYSL2,0.5
11155,CTCF,B,DST,0.5
11156,CTCF,B,DTNA,0.5
11157,CTCF,B,DUSP7,0.5
11158,CTCF,B,FGD5,0.5
11159,CTCF,B,FBXW11,0.5
11160,NR2C2,B,GCC2,0.5
11161,CTCF,B,FBRSL1,0.5
11162,CTCF,B,FARP1,0.5
11163,CTCF,B,FANCC,0.5
11164,CTCF,B,FAM220A,0.5
11165,CTCF,B,FAM172A,0.5
11166,CTCF,B,FAM171A1,0.5
11167,CTCF,B,EXTL3,0.5
11168,CTCF,B,EXT2,0.5
11169,CTCF,B,EXOC6,0.5
11170,CTCF,B,EXOC4,0.5
11171,CTCF,B,ESRRB,0.5
11172,CTCF,B,CSMD2,0.5
11173,CTCF,B,ERGIC1,0.5
11174,CTCF,B,ERC2,0.5
11175,CTCF,B,EPB41L1,0.5
11176,CTCF,B,EML1,0.5
11177,CTCF,B,ELMO1,0.5
11178,CTCF,B,ELL,0.5
11179,CTCF,B,EHMT1,0.5
11180,CTCF,B,EGLN3,0.5
11181,CTCF,B,EFHC1,0.5
11182,THAP11,B,PRPF31,0.5
11183,MYCN,B,PRR5,0.5
11184,CTCF,B,ECE1,0.5
11185,CTCF,B,EBF4,0.5
11186,CTCF,B,DYSF,0.5
11187,CTCF,B,DYNC1I1,0.5
11188,CTCF,B,ERCC1,0.5
11189,CTCF,B,CSMD1,0.5
11190,CTCF,B,CSK,0.5
11191,CTCF,B,CSGALNACT1,0.5
11192,TP53,B,AEN,0.5
11193,CTCF,B,CDC37,0.5
11194,TP53,B,AGAP1,0.5
11195,CTCF,B,CD276,0.5
11196,CTCF,B,CCDC88C,0.5
11197,TP53,B,AKAP6,0.5
11198,TP53,B,AMOTL1,0.5
11199,TP53,B,ANK3,0.5
11200,MYC,B,SLC1A5,0.5
11201,TP53,B,ANXA2,0.5
11202,ATF1,B,IPO11,0.5
11203,CTCF,B,CASZ1,0.5
11204,CTCF,B,CARS2,0.5
11205,CTCF,B,CAPN5,0.5
11206,CTCF,B,CDH23,0.5
11207,CTCF,B,CAPN2,0.5
11208,TP53,B,ARHGAP22,0.5
11209,MYC,B,RPS6KA2,0.5
11210,CTCF,B,CADPS,0.5
11211,CTCF,B,CACNB4,0.5
11212,CTCF,B,CACNA1D,0.5
11213,CTCF,B,CACNA1C,0.5
11214,CTCF,B,CACNA1A,0.5
11215,CTCF,B,CABIN1,0.5
11216,TP53,B,ARHGAP26,0.5
11217,TP53,B,ARHGEF3,0.5
11218,TP53,B,ARID1B,0.5
11219,TP53,B,ASAP1,0.5
11220,TP53,B,ATL1,0.5
11221,TP53,B,ATP2A2,0.5
11222,CTCF,B,CAMK2B,0.5
11223,CTCF,B,FHAD1,0.5
11224,TP53,B,AEBP2,0.5
11225,CTCF,B,CDK5RAP2,0.5
11226,ATF1,B,BRCA1,0.5
11227,MYC,B,ZFP36L2,0.5
11228,CTCF,B,CREB5,0.5
11229,CTCF,B,CREB3L1,0.5
11230,MEIS2,B,NCALD,0.5
11231,CTCF,B,CPNE4,0.5
11232,MYC,B,UBE2D3,0.5
11233,CTCF,B,CORO2B,0.5
11234,MYC,B,TRIB1,0.5
11235,CTCF,B,COL5A1,0.5
11236,CTCF,B,COL22A1,0.5
11237,CTCF,B,COL16A1,0.5
11238,CTCF,B,COL13A1,0.5
11239,CTCF,B,COIL,0.5
11240,CTCF,B,CDH4,0.5
11241,CTCF,B,COBL,0.5
11242,CTCF,B,CLYBL,0.5
11243,CTCF,B,CLIP2,0.5
11244,CTCF,B,CLEC16A,0.5
11245,TP53,B,ABCB9,0.5
11246,CTCF,B,CHD5,0.5
11247,CTCF,B,CHD2,0.5
11248,CTCF,B,CHCHD6,0.5
11249,CTCF,B,CFAP46,0.5
11250,TP53,B,ACTB,0.5
11251,TP53,B,ADGRL2,0.5
11252,CTCF,B,CELF4,0.5
11253,ATF1,B,GOLPH3,0.5
11254,CTCF,B,CDYL,0.5
11255,TP53,B,ADORA2B,0.5
11256,CTCF,B,CNTNAP2,0.5
11257,TP53,B,AUTS2,0.5
11258,CTCF,B,FHOD3,0.5
11259,CTCF,B,FMN1,0.5
11260,CTCF,B,LTBP4,0.5
11261,CTCF,B,LTBP2,0.5
11262,ZNF263,B,AGPAT2,0.5
11263,ZNF263,B,AGAP3,0.5
11264,ZNF263,B,AGAP1,0.5
11265,CTCF,B,LRRK1,0.5
11266,CTCF,B,LRRFIP1,0.5
11267,MEF2C,B,TCF4,0.5
11268,CTCF,B,LRP5,0.5
11269,CTCF,B,LMO1,0.5
11270,CTCF,B,LMNA,0.5
11271,CTCF,B,LMBR1,0.5
11272,CTCF,B,LINGO1,0.5
11273,CTCF,B,LHPP,0.5
11274,CTCF,B,LHFPL2,0.5
11275,CTCF,B,LGR6,0.5
11276,ZNF263,B,ADGRG1,0.5
11277,ZNF263,B,ADGRD1,0.5
11278,CTCF,B,LDB2,0.5
11279,ZNF263,B,ADGRB1,0.5
11280,ZNF263,B,ADCY3,0.5
11281,CTCF,B,LARGE1,0.5
11282,CTCF,B,KLHL29,0.5
11283,ZNF263,B,ACTRT2,0.5
11284,CTCF,B,KIRREL1,0.5
11285,ZNF263,B,ACSF3,0.5
11286,CTCF,B,KIAA1217,0.5
11287,CTCF,B,MACF1,0.5
11288,THAP11,B,CNIH4,0.5
11289,PBX3,B,MEIS2,0.5
11290,ZNF263,B,AGPAT3,0.5
11291,CTCF,B,MAD1L1,0.5
11292,ZNF263,B,AGRN,0.5
11293,MEF2C,B,PLCL2,0.5
11294,ZNF263,B,ARAP1,0.5
11295,ZNF263,B,APBA2,0.5
11296,CTCF,B,MIPEP,0.5
11297,CTCF,B,MIDEAS,0.5
11298,ZNF263,B,AP2A2,0.5
11299,CTCF,B,MICAL3,0.5
11300,ZNF263,B,ANO7,0.5
11301,CTCF,B,MICAL2,0.5
11302,CTCF,B,MGLL,0.5
11303,ZNF263,B,ANKRD11,0.5
11304,CTCF,B,MEGF11,0.5
11305,CTCF,B,MED15,0.5
11306,CTCF,B,MED13L,0.5
11307,CTCF,B,KDM4B,0.5
11308,ZNF263,B,ANK1,0.5
11309,CTCF,B,MEAF6,0.5
11310,CTCF,B,MDGA1,0.5
11311,CTCF,B,MCTP1,0.5
11312,CTCF,B,MCF2L,0.5
11313,CTCF,B,MAST4,0.5
11314,ZNF263,B,AKT2,0.5
11315,PBX3,B,PBX1,0.5
11316,ZNF263,B,AHRR,0.5
11317,CTCF,B,MAP4K4,0.5
11318,CTCF,B,MAN1C1,0.5
11319,ARNT,B,ANGPT1,0.5
11320,CTCF,B,MAGI2,0.5
11321,CTCF,B,MAGI1,0.5
11322,ZNF263,B,AHDC1,0.5
11323,CTCF,B,MECOM,0.5
11324,ZNF263,B,ACOT7,0.5
11325,CTCF,B,KDM2B,0.5
11326,CTCF,B,KCNQ3,0.5
11327,CTCF,B,HDAC9,0.5
11328,CTCF,B,HDAC7,0.5
11329,CTCF,B,HDAC4,0.5
11330,CTCF,B,GSN,0.5
11331,CTCF,B,GSE1,0.5
11332,CTCF,B,GRM4,0.5
11333,CTCF,B,GRK5,0.5
11334,CTCF,B,GRIP1,0.5
11335,CTCF,B,GRIK4,0.5
11336,CTCF,B,GRIK3,0.5
11337,CTCF,B,GRID1,0.5
11338,CTCF,B,GRAMD1B,0.5
11339,CTCF,B,GMPR,0.5
11340,CTCF,B,GMDS,0.5
11341,CTCF,B,HECW2,0.5
11342,NR2C2,B,ASXL1,0.5
11343,CTCF,B,GLI3,0.5
11344,CTCF,B,GALNT16,0.5
11345,CTCF,B,GALNT14,0.5
11346,CTCF,B,GALNT10,0.5
11347,CTCF,B,GADD45G,0.5
11348,CTCF,B,GABBR2,0.5
11349,CTCF,B,FYN,0.5
11350,CTCF,B,FTO,0.5
11351,CTCF,B,FRMD4B,0.5
11352,CTCF,B,FRMD4A,0.5
11353,CTCF,B,FOXP1,0.5
11354,CTCF,B,FOXK1,0.5
11355,THAP11,B,LSM10,0.5
11356,CTCF,B,FNDC3B,0.5
11357,CTCF,B,GLIS3,0.5
11358,PBX2,B,PHF21A,0.5
11359,CTCF,B,HIVEP3,0.5
11360,CTCF,B,HLCS,0.5
11361,CTCF,B,KCNN3,0.5
11362,CTCF,B,KCNMA1,0.5
11363,CTCF,B,KCNC1,0.5
11364,CTCF,B,KCNAB2,0.5
11365,CTCF,B,KAZN,0.5
11366,ZNF263,B,ABR,0.5
11367,CTCF,B,KANSL1,0.5
11368,ZNF263,B,ABCA7,0.5
11369,CTCF,B,KALRN,0.5
11370,CTCF,B,JPH3,0.5
11371,CTCF,B,JAZF1,0.5
11372,CTCF,B,JARID2,0.5
11373,CTCF,B,JADE2,0.5
11374,CTCF,B,ITPR2,0.5
11375,NR1H2,B,PPARG,0.5
11376,CTCF,B,ITPR1,0.5
11377,CTCF,B,IQSEC2,0.5
11378,CTCF,B,IQSEC1,0.5
11379,CTCF,B,IQGAP2,0.5
11380,CTCF,B,IQCJ,0.5
11381,CTCF,B,IQCA1,0.5
11382,CTCF,B,INPP5A,0.5
11383,CTCF,B,INPP4A,0.5
11384,CTCF,B,IL16,0.5
11385,CTCF,B,IGSF21,0.5
11386,CTCF,B,IGF1R,0.5
11387,CTCF,B,HOOK2,0.5
11388,CTCF,B,HMCN2,0.5
11389,NR1H2,B,FASN,0.5
11390,CTCF,B,HM13,0.5
11391,ZNF263,B,AATK,0.5
11392,TP53,B,BCAS3,0.5
11393,CTCF,B,BRF1,0.5
11394,MYC,B,RAB11A,0.5
11395,TP53,B,MACF1,0.5
11396,TP53,B,MAGI2,0.5
11397,MITF,B,ANXA5,0.5
11398,MITF,B,AP1S2,0.5
11399,MITF,B,APP,0.5
11400,TP53,B,MARCHF10,0.5
11401,MITF,B,ARFGEF2,0.5
11402,TP53,B,MAST4,0.5
11403,MITF,B,ARHGAP24,0.5
11404,TP53,B,MCC,0.5
11405,TP53,B,MDS2,0.5
11406,TP53,B,MECOM,0.5
11407,TP53,B,MED4,0.5
11408,CREB1,B,SLC9A1,0.5
11409,TP53,B,METTL8,0.5
11410,CREB1,B,RUNX1,0.5
11411,TP53,B,MGRN1,0.5
11412,TP53,B,MICAL2,0.5
11413,TP53,B,MICALL1,0.5
11414,TP53,B,MSGN1,0.5
11415,TP53,B,MSI2,0.5
11416,TP53,B,MTHFD1L,0.5
11417,MITF,B,ARHGAP26,0.5
11418,CREB1,B,LYN,0.5
11419,TP53,B,MYEOV,0.5
11420,CREB1,B,KCNN3,0.5
11421,MITF,B,ARHGAP42,0.5
11422,TP53,B,MYO3B,0.5
11423,MITF,B,ARHGEF10L,0.5
11424,TP53,B,LRIG3,0.5
11425,TP53,B,LMNA,0.5
11426,TP53,B,LINC00474,0.5
11427,MITF,B,ANXA4,0.5
11428,TP53,B,GLI3,0.5
11429,TP53,B,GNAI1,0.5
11430,TP53,B,GPC1,0.5
11431,TP53,B,GPC6,0.5
11432,MITF,B,AHCYL1,0.5
11433,MITF,B,AK2,0.5
11434,TP53,B,HHAT,0.5
11435,TP53,B,HS1BP3,0.5
11436,MITF,B,AK5,0.5
11437,MITF,B,AK9,0.5
11438,TP53,B,IER5,0.5
11439,TP53,B,IRF2BP2,0.5
11440,TP53,B,ITGAM,0.5
11441,MITF,B,AKAP6,0.5
11442,MYC,B,CMIP,0.5
11443,TP53,B,KALRN,0.5
11444,MITF,B,ALK,0.5
11445,TP53,B,KCNMA1,0.5
11446,TP53,B,KCNN3,0.5
11447,TP53,B,KCTD1,0.5
11448,TP53,B,KDM4C,0.5
11449,CREB3,B,PRPF31,0.5
11450,MITF,B,ANK3,0.5
11451,TP53,B,KIAA1217,0.5
11452,MITF,B,ANKRD6,0.5
11453,TP53,B,KMT5B,0.5
11454,MITF,B,ANKS1B,0.5
11455,TP53,B,KRT80,0.5
11456,CREB3,B,HM13,0.5
11457,MITF,B,ANXA2,0.5
11458,TP53,B,KAZN,0.5
11459,MITF,B,ARHGEF3,0.5
11460,TP53,B,NAV3,0.5
11461,MITF,B,ARHGEF7,0.5
11462,TP53,B,PPL,0.5
11463,MITF,B,ATP2B2,0.5
11464,TP53,B,PPP4R3A,0.5
11465,TP53,B,PRKAG2,0.5
11466,TP53,B,PRKCE,0.5
11467,TP53,B,PRKCH,0.5
11468,TP53,B,PRPF40A,0.5
11469,TP53,B,PRR5,0.5
11470,TP53,B,PSD3,0.5
11471,TP53,B,PTPRF,0.5
11472,TP53,B,PTPRU,0.5
11473,TP53,B,PXDN,0.5
11474,TP53,B,RAPGEF1,0.5
11475,TP53,B,RASA3,0.5
11476,TP53,B,PLXNB2,0.5
11477,TP53,B,RBFOX3,0.5
11478,TP53,B,RBMS1,0.5
11479,TP53,B,RBMS3,0.5
11480,TP53,B,RCC2,0.5
11481,TP53,B,RGS12,0.5
11482,TP53,B,RGS20,0.5
11483,TP53,B,RNF216,0.5
11484,TP53,B,RPL39L,0.5
11485,TP53,B,RPS19,0.5
11486,TP53,B,RPTOR,0.5
11487,TP53,B,RTN4,0.5
11488,TP53,B,SASH1,0.5
11489,TP53,B,SBF2,0.5
11490,TP53,B,SCHIP1,0.5
11491,TP53,B,SDK1,0.5
11492,TP53,B,RBM19,0.5
11493,CREB3L1,B,VEGFA,0.5
11494,TP53,B,PLXNA2,0.5
11495,TP53,B,PLD1,0.5
11496,TP53,B,NCOR2,0.5
11497,TP53,B,NDST1,0.5
11498,TP53,B,NECTIN1,0.5
11499,TP53,B,NEDD4L,0.5
11500,MITF,B,ARID1A,0.5
11501,TP53,B,NFYC,0.5
11502,MITF,B,ARID1B,0.5
11503,TP53,B,NRG1,0.5
11504,TP53,B,NRP2,0.5
11505,TP53,B,NRXN1,0.5
11506,TP53,B,NTM,0.5
11507,TP53,B,NXN,0.5
11508,TP53,B,OSBPL3,0.5
11509,TP53,B,P3H2,0.5
11510,TP53,B,PLXNA1,0.5
11511,TP53,B,PALLD,0.5
11512,TP53,B,PCBP3,0.5
11513,TP53,B,PCNX1,0.5
11514,MITF,B,ARSG,0.5
11515,TP53,B,PDE4D,0.5
11516,TP53,B,PDGFC,0.5
11517,TP53,B,PGF,0.5
11518,TP53,B,PGPEP1,0.5
11519,TP53,B,PHACTR4,0.5
11520,MITF,B,ASAP1,0.5
11521,MITF,B,ASAP2,0.5
11522,TP53,B,PLAC8,0.5
11523,TP53,B,PLB1,0.5
11524,TP53,B,PLCB1,0.5
11525,TP53,B,PLCG2,0.5
11526,TP53,B,PANK2,0.5
11527,TP53,B,GDNF,0.5
11528,MITF,B,AGAP1,0.5
11529,MITF,B,AFF3,0.5
11530,CTCF,B,APBA2,0.5
11531,TP53,B,CDC42BPB,0.5
11532,TP53,B,CDC42EP3,0.5
11533,MEIS2,B,TGFBR3,0.5
11534,CTCF,B,ANO2,0.5
11535,CTCF,B,ANO10,0.5
11536,TP53,B,CDH8,0.5
11537,CTCF,B,ANKS1B,0.5
11538,CTCF,B,ANKRD11,0.5
11539,TP53,B,CEP85L,0.5
11540,CTCF,B,ANK3,0.5
11541,CTCF,B,AMPD3,0.5
11542,TP53,B,CHD2,0.5
11543,ATF1,B,STAT3,0.5
11544,CTCF,B,APBB2,0.5
11545,CTCF,B,ALK,0.5
11546,TP53,B,CHD9,0.5
11547,CTCF,B,ALDH1A2,0.5
11548,CTCF,B,ALAD,0.5
11549,CTCF,B,AKAP1,0.5
11550,TP53,B,CHN2,0.5
11551,CTCF,B,AHRR,0.5
11552,CTCF,B,AHDC1,0.5
11553,TP53,B,CIC,0.5
11554,CTCF,B,AGAP3,0.5
11555,CTCF,B,AGAP1,0.5
11556,CTCF,B,AFAP1,0.5
11557,TP53,B,COBL,0.5
11558,TP53,B,COL1A1,0.5
11559,CTCF,B,ADGRV1,0.5
11560,ATF1,B,TEAD1,0.5
11561,ATF1,B,TFRC,0.5
11562,RUNX3,B,PAX5,0.5
11563,TP53,B,CCDC57,0.5
11564,CTCF,B,BRD4,0.5
11565,CTCF,B,BMPER,0.5
11566,CTCF,B,BDNF,0.5
11567,CTCF,B,BCR,0.5
11568,MYC,B,PTPRF,0.5
11569,TP53,B,BMPER,0.5
11570,CTCF,B,BCL11A,0.5
11571,CTCF,B,BCAR3,0.5
11572,CTCF,B,BBX,0.5
11573,CTCF,B,BANP,0.5
11574,CTCF,B,AUTS2,0.5
11575,CTCF,B,ATRNL1,0.5
11576,CTCF,B,ATP8B4,0.5
11577,CTCF,B,ATP8B3,0.5
11578,CTCF,B,ARHGAP10,0.5
11579,CTCF,B,ATP2B2,0.5
11580,TP53,B,CAB39,0.5
11581,CTCF,B,BMAL1,0.5
11582,TP53,B,CAMK2D,0.5
11583,CTCF,B,ARL8B,0.5
11584,CTCF,B,ARID5B,0.5
11585,CTCF,B,ARID1B,0.5
11586,CTCF,B,ARHGEF3,0.5
11587,CTCF,B,ARHGEF17,0.5
11588,CTCF,B,ARHGEF10L,0.5
11589,CTCF,B,ARHGEF1,0.5
11590,TP53,B,CAPN2,0.5
11591,CTCF,B,ARHGAP26,0.5
11592,CTCF,B,ARHGAP22,0.5
11593,CTCF,B,ARHGAP15,0.5
11594,CTCF,B,ASAP1,0.5
11595,ZNF263,B,ARHGAP22,0.5
11596,TP53,B,COL22A1,0.5
11597,CTCF,B,ADGRB1,0.5
11598,TP53,B,EFNA5,0.5
11599,ATF1,B,ZNF184,0.5
11600,TP53,B,EML2,0.5
11601,TP53,B,ERBB4,0.5
11602,TP53,B,ERCC6L2,0.5
11603,TP53,B,ESYT2,0.5
11604,TP53,B,ETV6,0.5
11605,TP53,B,EXT1,0.5
11606,MITF,B,ADAM12,0.5
11607,TP53,B,FAF1,0.5
11608,TP53,B,FAM13C,0.5
11609,CREM,B,PDE4A,0.5
11610,TP53,B,FAM183A,0.5
11611,TP53,B,FAT1,0.5
11612,TP53,B,EFCAB5,0.5
11613,MITF,B,ADAMTS17,0.5
11614,MYC,B,GMDS,0.5
11615,TP53,B,FGGY,0.5
11616,TP53,B,FHOD3,0.5
11617,TP53,B,FMN1,0.5
11618,CREM,B,GPCPD1,0.5
11619,TP53,B,FOXK1,0.5
11620,TP53,B,FOXN3,0.5
11621,TP53,B,FOXP1,0.5
11622,TP53,B,FRMD6,0.5
11623,MITF,B,ADCY9,0.5
11624,TP53,B,FST,0.5
11625,MITF,B,ADGRG1,0.5
11626,TP53,B,GAS6,0.5
11627,TP53,B,GAS7,0.5
11628,MITF,B,ADCY2,0.5
11629,EGR1,B,PRKCD,0.5
11630,TP53,B,DUSP7,0.5
11631,TP53,B,DST,0.5
11632,CTCF,B,ADCY5,0.5
11633,TP53,B,COL27A1,0.5
11634,CTCF,B,ADARB1,0.5
11635,ATF1,B,TSPAN31,0.5
11636,TP53,B,CSMD1,0.5
11637,TP53,B,CSMD3,0.5
11638,CTCF,B,ADAMTS1,0.5
11639,MYC,B,IER2,0.5
11640,CTCF,B,ACTL8,0.5
11641,TP53,B,CTBS,0.5
11642,CTCF,B,ACOXL,0.5
11643,ATF1,B,UBE2D3,0.5
11644,CTCF,B,ACOT7,0.5
11645,TP53,B,CUEDC1,0.5
11646,TP53,B,DTWD1,0.5
11647,TP53,B,CUX1,0.5
11648,CTCF,B,ABR,0.5
11649,MITF,B,ABLIM1,0.5
11650,CTCF,B,ABCA4,0.5
11651,TP53,B,DCDC1,0.5
11652,CTCF,B,ABCA13,0.5
11653,TP53,B,DCP1B,0.5
11654,TP53,B,DCUN1D3,0.5
11655,MITF,B,ABLIM2,0.5
11656,MITF,B,ACOT7,0.5
11657,TP53,B,DERA,0.5
11658,TP53,B,DHRS2,0.5
11659,TP53,B,DLC1,0.5
11660,TP53,B,DLEU1,0.5
11661,TP53,B,DSE,0.5
11662,CTCF,B,ACAP3,0.5
11663,ZNF263,B,ARHGAP23,0.5
11664,CTCF,B,MROH1,0.5
11665,CTCF,B,MRPS22,0.5
11666,CTCF,B,VAV2,0.5
11667,TP53,B,KITLG,0.5
11668,CTCF,B,USP7,0.5
11669,TP53,B,CALD1,0.5
11670,ZNF263,B,KLHL29,0.5
11671,JUN,B,ERCC1,0.5
11672,ZNF263,B,KIF1A,0.5
11673,ZNF263,B,KIAA1522,0.5
11674,ZNF263,B,KIAA0513,0.5
11675,E2F1,B,MECOM,0.5
11676,CTCF,B,UBASH3B,0.5
11677,SOX2,B,JAG1,0.5
11678,ZNF263,B,KDM2B,0.5
11679,CTCF,B,TTLL5,0.5
11680,CTCF,B,TTC7A,0.5
11681,ZNF263,B,KCP,0.5
11682,CTCF,B,TSPAN18,0.5
11683,CTCF,B,TSPAN14,0.5
11684,CTCF,B,TRPC6,0.5
11685,CTCF,B,TRIO,0.5
11686,CTCF,B,TRIM2,0.5
11687,CTCF,B,TRAPPC9,0.5
11688,GATA2,B,DIO2,0.5
11689,CTCF,B,TPRG1,0.5
11690,ZNF263,B,KCNQ2,0.5
11691,CTCF,B,TPD52,0.5
11692,PGR,B,UST,0.5
11693,CTCF,B,TOX2,0.5
11694,ZNF263,B,KCNQ1,0.5
11695,CTCF,B,VGLL4,0.5
11696,CTCF,B,VPS13D,0.5
11697,ZNF263,B,KSR1,0.5
11698,TP53,B,EPHB4,-0.5
11699,ESR1,B,SMAD3,0.5
11700,TFAP2C,B,ZNRF1,0.5
11701,TFAP2C,B,ZPLD1,0.5
11702,ZNF263,B,LHFPL2,0.5
11703,CTCF,B,ZNF423,0.5
11704,CTCF,B,ZNF407,0.5
11705,CTCF,B,ZNF398,0.5
11706,CTCF,B,ZNF365,0.5
11707,ZNF263,B,LGR6,0.5
11708,SRF,B,ACTG1,0.5
11709,CTCF,B,ZNF329,0.5
11710,ZNF263,B,LDLRAP1,0.5
11711,ZNF263,B,LAMC3,0.5
11712,CTCF,B,ZNF185,0.5
11713,CTCF,B,TOM1L2,0.5
11714,CTCF,B,ZMIZ1,0.5
11715,MEF2A,B,GTDC1,0.5
11716,CTCF,B,ZBTB7C,0.5
11717,ZNF263,B,LAMA5,0.5
11718,CTCF,B,ZBTB20,0.5
11719,CTCF,B,ZBTB16,0.5
11720,CTCF,B,XYLT1,0.5
11721,CTCF,B,XXYLT1,0.5
11722,CTCF,B,WWC1,0.5
11723,CTCF,B,WNT5B,0.5
11724,CTCF,B,WNK2,0.5
11725,CTCF,B,WIPF2,0.5
11726,CTCF,B,WIPF1,0.5
11727,CTCF,B,WFS1,0.5
11728,CEBPA,B,STAT5A,0.5
11729,CTCF,B,ZFAT,0.5
11730,CTCF,B,TNS3,0.5
11731,CTCF,B,TNS1,0.5
11732,CTCF,B,TNR,0.5
11733,CTCF,B,SYN3,0.5
11734,CTCF,B,SVIL,0.5
11735,CTCF,B,SV2B,0.5
11736,AHR,B,ERG,0.5
11737,ZNF263,B,IQSEC2,0.5
11738,ZNF263,B,IQSEC1,0.5
11739,CTCF,B,SULF2,0.5
11740,CTCF,B,SULF1,0.5
11741,ZNF263,B,IGSF21,0.5
11742,CTCF,B,STK39,0.5
11743,CTCF,B,STK11,0.5
11744,CTCF,B,STK10,0.5
11745,TFDP1,B,CCNE2,0.5
11746,ZNF263,B,IGF1R,0.5
11747,CTCF,B,SYNE1,0.5
11748,TFDP1,B,CKAP2L,0.5
11749,CTCF,B,ST3GAL1,0.5
11750,CTCF,B,ST18,0.5
11751,CTCF,B,SRPK2,0.5
11752,CTCF,B,SRGAP3,0.5
11753,ZNF263,B,HSPG2,0.5
11754,ZNF263,B,HPCAL1,0.5
11755,CTCF,B,SRC,0.5
11756,CTCF,B,SPTBN4,0.5
11757,CTCF,B,SPTB,0.5
11758,CTCF,B,SPOCK1,0.5
11759,CTCF,B,SPIN1,0.5
11760,CTCF,B,SPEG,0.5
11761,CTCF,B,SORL1,0.5
11762,CTCF,B,SORCS2,0.5
11763,CTCF,B,STAG1,0.5
11764,FOS,B,SMAD3,0.5
11765,CTCF,B,SYNE2,0.5
11766,CTCF,B,TACC1,0.5
11767,CTCF,B,TMEM260,0.5
11768,MYB,B,RUNX1,-0.5
11769,CTCF,B,TMEM163,0.5
11770,CTCF,B,TMEM132B,0.5
11771,CTCF,B,TMEM131L,0.5
11772,ZNF263,B,KCNN3,0.5
11773,ZNF263,B,KCNH2,0.5
11774,ZNF263,B,KCNAB2,0.5
11775,CTCF,B,TLN2,0.5
11776,CTCF,B,TLL2,0.5
11777,CTCF,B,TLE3,0.5
11778,CTCF,B,TIPRL,0.5
11779,CTCF,B,TIAM2,0.5
11780,CTCF,B,TIAM1,0.5
11781,ZNF263,B,ITGB2,0.5
11782,CTCF,B,THSD4,0.5
11783,CTCF,B,TFEB,0.5
11784,CTCF,B,TENM4,0.5
11785,CTCF,B,TDRD7,0.5
11786,CTCF,B,TCF7L1,0.5
11787,AHR,B,ASAP1,0.5
11788,CTCF,B,TCF4,0.5
11789,TFAP4,B,ZNF395,0.5
11790,ZNF263,B,ITPR1,0.5
11791,CTCF,B,TBC1D1,0.5
11792,ZNF263,B,ITPKB,0.5
11793,ZNF263,B,ITPK1,0.5
11794,CTCF,B,TAFA5,0.5
11795,CTCF,B,TACC3,0.5
11796,CTCF,B,TACC2,0.5
11797,CTCF,B,THADA,0.5
11798,ZNF263,B,LHX3,0.5
11799,ESR1,B,RXRA,0.5
11800,TFAP2C,B,ZNF217,0.5
11801,TFAP2C,B,TANC1,0.5
11802,ZNF263,B,MGAT3,0.5
11803,CEBPA,B,ARID5B,0.5
11804,TFAP2C,B,TBC1D1,0.5
11805,TFAP2C,B,TBC1D14,0.5
11806,TFAP2C,B,TBC1D8,0.5
11807,TFAP2C,B,TBCD,0.5
11808,TFAP2C,B,TBL1XR1,0.5
11809,TFAP2C,B,TBX4,0.5
11810,CEBPA,B,PTK2,0.5
11811,ZNF263,B,MEGF6,0.5
11812,CREB1,B,PDE4D,0.5
11813,TFAP2C,B,TEAD1,0.5
11814,TFAP2C,B,TECPR2,0.5
11815,STAT1,B,CXCL11,0.5
11816,TFAP2C,B,TENM4,0.5
11817,CTCF,B,GRB10,0.5
11818,TFAP2C,B,TG,0.5
11819,TFAP2C,B,THADA,0.5
11820,TFAP2C,B,THSD4,0.5
11821,TFAP2C,B,TIAM1,0.5
11822,E2F1,B,EZH2,0.5
11823,TFAP2C,B,TLE3,0.5
11824,TFAP2C,B,TLN2,0.5
11825,EGR1,B,EGR3,0.5
11826,TFAP2C,B,TMEM164,0.5
11827,ZNF263,B,MEGF11,0.5
11828,TFAP2C,B,TMEM241,0.5
11829,TFAP2C,B,TNK1,0.5
11830,RUNX1,B,CUX1,0.5
11831,TFAP2C,B,TEX2,0.5
11832,TFAP2C,B,TNS1,0.5
11833,TFAP2C,B,TACC2,0.5
11834,ZNF263,B,MICAL3,0.5
