,source,confidence,target,weight
18587,TFAP2C,C,SGK1,0.3333333333333333
18588,TFAP2C,C,SH3BP2,0.3333333333333333
18589,TFAP2C,C,SH3KBP1,0.3333333333333333
18590,TFAP2C,C,SHB,0.3333333333333333
18591,TFAP2C,C,SHROOM2,0.3333333333333333
18592,TFAP2C,C,SHTN1,0.3333333333333333
18593,TFAP2C,C,SIK1,0.3333333333333333
18594,TFAP2C,C,SLC12A4,0.3333333333333333
18595,TFAP2C,C,SLC13A3,0.3333333333333333
18596,TFAP2C,C,SLC16A3,0.3333333333333333
18597,TFAP2C,C,SLC19A1,0.3333333333333333
18598,TFAP2C,C,SLC23A3,0.3333333333333333
18599,TFAP2C,C,RHOBTB2,0.3333333333333333
18600,TFAP2C,C,TIGD6,0.3333333333333333
18601,TFAP2C,C,TMEM201,0.3333333333333333
18602,TFAP2C,C,WTAP,0.3333333333333333
18603,TFAP2C,C,WWC2,0.3333333333333333
18604,TFAP2C,C,ZC3H12D,0.3333333333333333
18605,TFAP2C,C,ZKSCAN2,0.3333333333333333
18606,TFAP2C,C,ZMYM2,0.3333333333333333
18607,TFAP2C,C,ZMYM5,0.3333333333333333
18608,TFAP2C,C,ZNF318,0.3333333333333333
18609,TFAP2C,C,ZNF385A,0.3333333333333333
18610,TFAP2C,C,ZNF423,0.3333333333333333
18611,TFAP2C,C,ZNF469,0.3333333333333333
18612,TFAP2C,C,ZNF526,0.3333333333333333
18613,TFAP2C,C,ZNF576,0.3333333333333333
18614,TFAP2C,C,ZNF583,0.3333333333333333
18615,TFAP4,C,ABTB2,0.3333333333333333
18616,TFAP4,C,AGPAT3,0.3333333333333333
18617,TFAP4,C,ARHGEF10L,0.3333333333333333
18618,TFAP4,C,ATP2B2,0.3333333333333333
18619,TFAP4,C,BCAR1,0.3333333333333333
18620,TFAP4,C,CRTC1,0.3333333333333333
18621,TFAP4,C,CSNK1D,0.3333333333333333
18622,TFAP4,C,CYTH1,0.3333333333333333
18623,TFAP4,C,DENND1A,0.3333333333333333
18624,TFAP4,C,DENND3,0.3333333333333333
18625,TFAP4,C,EGFR,0.3333333333333333
18626,TFAP4,C,ELAPOR1,0.3333333333333333
18627,TFAP4,C,ELL,0.3333333333333333
18628,TFAP4,C,FGFR3,0.3333333333333333
18629,TFAP4,C,GNA12,0.3333333333333333
18630,TFAP4,C,GREB1,0.3333333333333333
18631,TFAP2C,C,WDR90,0.3333333333333333
18632,TFAP2C,C,TMED8,0.3333333333333333
18633,TFAP2C,C,WDR81,0.3333333333333333
18634,TFAP2C,C,WDR1,0.3333333333333333
18635,TFAP2C,C,LHFPL7,0.3333333333333333
18636,TFAP2C,C,TMEM92,0.3333333333333333
18637,TFAP2C,C,TNIP1,0.3333333333333333
18638,TFAP2C,C,TNS2,0.3333333333333333
18639,TFAP2C,C,TOMM40,0.3333333333333333
18640,TFAP2C,C,TOP2A,0.3333333333333333
18641,TFAP2C,C,TOP2B,0.3333333333333333
18642,TFAP2C,C,TOP3A,0.3333333333333333
18643,TFAP2C,C,TOPAZ1,0.3333333333333333
18644,TFAP2C,C,TPRA1,0.3333333333333333
18645,TFAP2C,C,TPTE2,0.3333333333333333
18646,TFAP2C,C,TRPM5,0.3333333333333333
18647,TFAP2C,C,TRRAP,0.3333333333333333
18648,TFAP2C,C,TSKU,0.3333333333333333
18649,TFAP2C,C,TSPAN31,0.3333333333333333
18650,TFAP2C,C,TTC39B,0.3333333333333333
18651,TFAP2C,C,TTLL3,0.3333333333333333
18652,TFAP2C,C,TTLL4,0.3333333333333333
18653,TFAP2C,C,TUBB3,0.3333333333333333
18654,TFAP2C,C,TXNRD1,0.3333333333333333
18655,TFAP2C,C,UBE3C,0.3333333333333333
18656,TFAP2C,C,UPF1,0.3333333333333333
18657,TFAP2C,C,UPK3A,0.3333333333333333
18658,TFAP2C,C,USF3,0.3333333333333333
18659,TFAP2C,C,USP44,0.3333333333333333
18660,TFAP2C,C,USP45,0.3333333333333333
18661,TFAP2C,C,VEGFB,0.3333333333333333
18662,TFAP2C,C,VILL,0.3333333333333333
18663,TFAP2C,C,VWCE,0.3333333333333333
18664,TFAP2C,C,WDR53,0.3333333333333333
18665,TFAP2C,C,RGS7,0.3333333333333333
18666,TFAP2C,C,RGMA,0.3333333333333333
18667,TFAP2C,C,RGCC,0.3333333333333333
18668,TFAP2C,C,MSMO1,0.3333333333333333
18669,TFAP2C,C,MSRB3,0.3333333333333333
18670,TFAP2C,C,MTA1,0.3333333333333333
18671,TFAP2C,C,MUC5B,0.3333333333333333
18672,TFAP2C,C,MYADM,0.3333333333333333
18673,TFAP2C,C,MYLK3,0.3333333333333333
18674,TFAP2C,C,MYOZ1,0.3333333333333333
18675,TFAP2C,C,NADK,0.3333333333333333
18676,TFAP2C,C,NBEAL2,0.3333333333333333
18677,TFAP2C,C,NCKIPSD,0.3333333333333333
18678,TFAP2C,C,NDRG2,0.3333333333333333
18679,TFAP2C,C,NELFA,0.3333333333333333
18680,TFAP2C,C,NEMP2,0.3333333333333333
18681,TFAP2C,C,NFATC4,0.3333333333333333
18682,TFAP2C,C,NHLRC3,0.3333333333333333
18683,TFAP2C,C,NHLRC4,0.3333333333333333
18684,TFAP2C,C,NISCH,0.3333333333333333
18685,TFAP2C,C,NKAIN1,0.3333333333333333
18686,TFAP2C,C,NKAIN2,0.3333333333333333
18687,TFAP2C,C,NKX3-2,0.3333333333333333
18688,TFAP2C,C,NMNAT1,0.3333333333333333
18689,TFAP2C,C,NNT,0.3333333333333333
18690,TFAP2C,C,NPAS2,0.3333333333333333
18691,TFAP2C,C,NR2F6,0.3333333333333333
18692,TFAP2C,C,NR4A2,0.3333333333333333
18693,TFAP2C,C,NR4A3,0.3333333333333333
18694,TFAP2C,C,NT5DC1,0.3333333333333333
18695,TFAP2C,C,NT5DC3,0.3333333333333333
18696,TFAP2C,C,NUMA1,0.3333333333333333
18697,TFAP2C,C,MSLN,0.3333333333333333
18698,TFAP2C,C,OGFOD3,0.3333333333333333
18699,TFAP2C,C,MORF4L1,0.3333333333333333
18700,TFAP2C,C,MLXIP,0.3333333333333333
18701,TFAP2C,C,LETM1,0.3333333333333333
18702,TFAP2C,C,LGI3,0.3333333333333333
18703,TFAP2C,C,LHX3,0.3333333333333333
18704,TFAP2C,C,LHX8,0.3333333333333333
18705,TFAP2C,C,LIG3,0.3333333333333333
18706,TFAP2C,C,LMO1,0.3333333333333333
18707,TFAP2C,C,LOXHD1,0.3333333333333333
18708,TFAP2C,C,LPCAT4,0.3333333333333333
18709,TFAP2C,C,LPIN1,0.3333333333333333
18710,TFAP2C,C,LRP10,0.3333333333333333
18711,TFAP2C,C,LRRC20,0.3333333333333333
18712,TFAP2C,C,LSP1,0.3333333333333333
18713,TFAP2C,C,LTBP3,0.3333333333333333
18714,TFAP2C,C,LYST,0.3333333333333333
18715,TFAP2C,C,LZIC,0.3333333333333333
18716,TFAP2C,C,MAB21L4,0.3333333333333333
18717,TFAP2C,C,MAG,0.3333333333333333
18718,TFAP2C,C,TRAPPC14,0.3333333333333333
18719,TFAP2C,C,MAP4K5,0.3333333333333333
18720,TFAP2C,C,MAP7,0.3333333333333333
18721,TFAP2C,C,MAPKBP1,0.3333333333333333
18722,TFAP2C,C,MBD1,0.3333333333333333
18723,TFAP2C,C,MCAM,0.3333333333333333
18724,TFAP2C,C,ME1,0.3333333333333333
18725,TFAP2C,C,MEF2A,0.3333333333333333
18726,TFAP2C,C,MESP1,0.3333333333333333
18727,TFAP2C,C,MGAT5B,0.3333333333333333
18728,TFAP2C,C,MIB2,0.3333333333333333
18729,TFAP2C,C,MLX,0.3333333333333333
18730,TFAP2C,C,MMP11,0.3333333333333333
18731,TFAP2C,C,OPLAH,0.3333333333333333
18732,TFAP2C,C,OSBP2,0.3333333333333333
18733,TFAP2C,C,OXA1L,0.3333333333333333
18734,TFAP2C,C,PPARA,0.3333333333333333
18735,TFAP2C,C,PPFIA4,0.3333333333333333
18736,TFAP2C,C,PPIL2,0.3333333333333333
18737,TFAP2C,C,PPM1E,0.3333333333333333
18738,TFAP2C,C,PPM1F,0.3333333333333333
18739,TFAP2C,C,PPP1R12C,0.3333333333333333
18740,TFAP2C,C,PPP1R14B,0.3333333333333333
18741,TFAP2C,C,PPP1R16A,0.3333333333333333
18742,TFAP2C,C,PPP6R1,0.3333333333333333
18743,TFAP2C,C,PRICKLE1,0.3333333333333333
18744,TFAP2C,C,PRICKLE3,0.3333333333333333
18745,TFAP2C,C,PRR25,0.3333333333333333
18746,TFAP2C,C,PRSS23,0.3333333333333333
18747,TFAP2C,C,PSTPIP2,0.3333333333333333
18748,TFAP2C,C,PTAFR,0.3333333333333333
18749,TFAP2C,C,PTDSS2,0.3333333333333333
18750,TFAP2C,C,PTMA,0.3333333333333333
18751,TFAP2C,C,PTPRN2,0.3333333333333333
18752,TFAP2C,C,PTTG1IP,0.3333333333333333
18753,TFAP2C,C,PVALB,0.3333333333333333
18754,TFAP2C,C,PWWP2B,0.3333333333333333
18755,TFAP2C,C,PYROXD2,0.3333333333333333
18756,TFAP2C,C,RAMP3,0.3333333333333333
18757,TFAP2C,C,RAPSN,0.3333333333333333
18758,TFAP2C,C,RARG,0.3333333333333333
18759,TFAP2C,C,RASA4,0.3333333333333333
18760,TFAP2C,C,RASSF3,0.3333333333333333
18761,TFAP2C,C,RASSF4,0.3333333333333333
18762,TFAP2C,C,RBMXL1,0.3333333333333333
18763,TFAP2C,C,POR,0.3333333333333333
18764,TFAP2C,C,POLK,0.3333333333333333
18765,TFAP2C,C,PNP,0.3333333333333333
18766,TFAP2C,C,PLXNC1,0.3333333333333333
18767,TFAP2C,C,P2RY2,0.3333333333333333
18768,TFAP2C,C,P4HTM,0.3333333333333333
18769,TFAP2C,C,PADI4,0.3333333333333333
18770,TFAP2C,C,PALM,0.3333333333333333
18771,TFAP2C,C,PARP10,0.3333333333333333
18772,TFAP2C,C,PAX2,0.3333333333333333
18773,TFAP2C,C,PBK,0.3333333333333333
18774,TFAP2C,C,PCMTD2,0.3333333333333333
18775,TFAP2C,C,PDE4A,0.3333333333333333
18776,TFAP2C,C,PDE4DIP,0.3333333333333333
18777,TFAP2C,C,PDE6B,0.3333333333333333
18778,TFAP2C,C,PDE7A,0.3333333333333333
18779,TFAP2C,C,PDIA6,0.3333333333333333
18780,TFAP2C,C,PDLIM1,0.3333333333333333
18781,TFAP4,C,JADE2,0.3333333333333333
18782,TFAP2C,C,PDZD9,0.3333333333333333
18783,TFAP2C,C,PEX16,0.3333333333333333
18784,TFAP2C,C,PGPEP1L,0.3333333333333333
18785,TFAP2C,C,PHF21B,0.3333333333333333
18786,TFAP2C,C,PHLDB2,0.3333333333333333
18787,TFAP2C,C,PI16,0.3333333333333333
18788,TFAP2C,C,PI4K2A,0.3333333333333333
18789,TFAP2C,C,PIGQ,0.3333333333333333
18790,TFAP2C,C,PIK3CB,0.3333333333333333
18791,TFAP2C,C,PIK3R2,0.3333333333333333
18792,TFAP2C,C,PIWIL4,0.3333333333333333
18793,TFAP2C,C,PLBD1,0.3333333333333333
18794,TFAP2C,C,PLCG1,0.3333333333333333
18795,TFAP2C,C,PLD5,0.3333333333333333
18796,TFAP2C,C,PLEKHM1,0.3333333333333333
18797,TFAP2C,C,PERM1,0.3333333333333333
18798,USF1,C,WWP2,0.3333333333333333
18799,USF1,C,XXYLT1,0.3333333333333333
18800,USF1,C,ZMYND8,0.3333333333333333
18801,ZNF143,C,PNPLA6,0.3333333333333333
18802,ZNF143,C,PRDM11,0.3333333333333333
18803,ZNF143,C,PRKCE,0.3333333333333333
18804,ZNF143,C,PRKN,0.3333333333333333
18805,ZNF143,C,PRPF31,0.3333333333333333
18806,ZNF143,C,RABGAP1L,0.3333333333333333
18807,ZNF143,C,RPTOR,0.3333333333333333
18808,ZNF143,C,SLC38A1,0.3333333333333333
18809,ZNF143,C,SPTBN1,0.3333333333333333
18810,ZNF143,C,SYN3,0.3333333333333333
18811,ZNF143,C,TARBP1,0.3333333333333333
18812,ZNF143,C,TPD52L1,0.3333333333333333
18813,ZNF143,C,USP7,0.3333333333333333
18814,ZNF143,C,VASP,0.3333333333333333
18815,ZNF143,C,WWC1,0.3333333333333333
18816,ZNF143,C,ZMIZ1,0.3333333333333333
18817,ZNF165,C,SPAG1,0.3333333333333333
18818,ZNF197,C,RTF1,0.3333333333333333
18819,ZNF197,C,TMTC3,0.3333333333333333
18820,ZNF197,C,TNKS,0.3333333333333333
18821,ZNF197,C,UBXN4,0.3333333333333333
18822,ZNF197,C,VCPIP1,0.3333333333333333
18823,ZNF197,C,ZC3H7A,0.3333333333333333
18824,ZNF217,C,ARID5B,0.3333333333333333
18825,ZNF217,C,CEMIP2,0.3333333333333333
18826,ZNF217,C,FMN1,0.3333333333333333
18827,ZNF217,C,FNDC3B,0.3333333333333333
18828,ZNF217,C,IL1R1,0.3333333333333333
18829,ZNF217,C,IQGAP1,0.3333333333333333
18830,ZNF143,C,PLEC,0.3333333333333333
18831,ZNF217,C,OSBPL8,0.3333333333333333
18832,ZNF143,C,PDE4A,0.3333333333333333
18833,ZNF143,C,PARD3,0.3333333333333333
18834,ZKSCAN1,C,WHRN,0.3333333333333333
18835,ZNF143,C,CDYL,0.3333333333333333
18836,ZNF143,C,CEP162,0.3333333333333333
18837,ZNF143,C,CTIF,0.3333333333333333
18838,ZNF143,C,DENND1A,0.3333333333333333
18839,ZNF143,C,DGKI,0.3333333333333333
18840,ZNF143,C,DIP2C,0.3333333333333333
18841,ZNF143,C,DLG4,0.3333333333333333
18842,ZNF143,C,DNAJB6,0.3333333333333333
18843,ZNF143,C,DOCK4,0.3333333333333333
18844,ZNF143,C,DPYSL5,0.3333333333333333
18845,ZNF143,C,FBXL19,0.3333333333333333
18846,ZNF143,C,FNDC3B,0.3333333333333333
18847,ZNF143,C,FRMD4A,0.3333333333333333
18848,ZNF143,C,FTO,0.3333333333333333
18849,ZNF143,C,GATAD2A,0.3333333333333333
18850,ZNF143,C,ITPR1,0.3333333333333333
18851,ZNF143,C,KCNN3,0.3333333333333333
18852,ZNF143,C,LMNA,0.3333333333333333
18853,ZNF143,C,MAP4K4,0.3333333333333333
18854,ZNF143,C,MED13L,0.3333333333333333
18855,ZNF143,C,MGRN1,0.3333333333333333
18856,ZNF143,C,MIDEAS,0.3333333333333333
18857,ZNF143,C,MRPS22,0.3333333333333333
18858,ZNF143,C,MSI2,0.3333333333333333
18859,ZNF143,C,NCOA1,0.3333333333333333
18860,ZNF143,C,NUCB1,0.3333333333333333
18861,ZNF143,C,OSBP2,0.3333333333333333
18862,ZNF143,C,PACRG,0.3333333333333333
18863,ZNF143,C,PCBP1,0.3333333333333333
18864,ZKSCAN1,C,UBE2V1,0.3333333333333333
18865,ZNF217,C,SERINC5,0.3333333333333333
18866,ZNF217,C,USP32,0.3333333333333333
18867,ZNF263,C,BCAN,0.3333333333333333
18868,ZNF263,C,BMI1,0.3333333333333333
18869,ZNF263,C,HAPSTR1,0.3333333333333333
18870,ZNF263,C,CA11,0.3333333333333333
18871,ZNF263,C,CACTIN,0.3333333333333333
18872,ZNF263,C,CAPN1,0.3333333333333333
18873,ZNF263,C,CCT6B,0.3333333333333333
18874,ZNF263,C,CDC14A,0.3333333333333333
18875,ZNF263,C,CDK18,0.3333333333333333
18876,ZNF263,C,CHD3,0.3333333333333333
18877,ZNF263,C,CHRD,0.3333333333333333
18878,ZNF263,C,CIC,0.3333333333333333
18879,ZNF263,C,CNTNAP2,0.3333333333333333
18880,ZNF263,C,DCHS2,0.3333333333333333
18881,ZNF263,C,DDR1,0.3333333333333333
18882,ZNF263,C,DUSP16,0.3333333333333333
18883,ZNF263,C,DUSP29,0.3333333333333333
18884,ZNF263,C,ELFN2,0.3333333333333333
18885,ZNF263,C,ERG,0.3333333333333333
18886,ZNF263,C,ERICH6,0.3333333333333333
18887,ZNF263,C,FAM13A,0.3333333333333333
18888,ZNF263,C,FAM149B1,0.3333333333333333
18889,ZNF263,C,NALF1,0.3333333333333333
18890,ZNF263,C,FGGY,0.3333333333333333
18891,ZNF263,C,FOXA2,0.3333333333333333
18892,ZNF263,C,GABBR1,0.3333333333333333
18893,ZNF263,C,GAS6,0.3333333333333333
18894,ZNF263,C,GLI3,0.3333333333333333
18895,ZNF263,C,GRK3,0.3333333333333333
18896,ZNF263,C,BARHL2,0.3333333333333333
18897,ZNF217,C,TET3,0.3333333333333333
18898,ZNF263,C,BAG3,0.3333333333333333
18899,ZNF263,C,AVL9,0.3333333333333333
18900,ZNF217,C,VAV3,0.3333333333333333
18901,ZNF24,C,ADCK1,0.3333333333333333
18902,ZNF24,C,AKAP9,0.3333333333333333
18903,ZNF24,C,CLEC16A,0.3333333333333333
18904,ZNF24,C,CRTC1,0.3333333333333333
18905,ZNF24,C,CSMD2,0.3333333333333333
18906,ZNF24,C,DNAJC6,0.3333333333333333
18907,ZNF24,C,FCHO1,0.3333333333333333
18908,ZNF24,C,KCNB1,0.3333333333333333
18909,ZNF24,C,MUC4,0.3333333333333333
18910,ZNF24,C,MYEOV,0.3333333333333333
18911,ZNF24,C,NCS1,0.3333333333333333
18912,ZNF24,C,OTUD3,0.3333333333333333
18913,ZNF24,C,RB1CC1,0.3333333333333333
18914,ZNF24,C,SGK1,0.3333333333333333
18915,ZNF24,C,SNX8,0.3333333333333333
18916,ZNF24,C,SULT2B1,0.3333333333333333
18917,ZNF24,C,TBXAS1,0.3333333333333333
18918,ZNF24,C,TRPV4,0.3333333333333333
18919,ZNF24,C,USP31,0.3333333333333333
18920,ZNF24,C,ZNF131,0.3333333333333333
18921,ZNF263,C,ACIN1,0.3333333333333333
18922,ZNF263,C,ACVR1,0.3333333333333333
18923,ZNF263,C,ADGRG3,0.3333333333333333
18924,ZNF263,C,AEBP2,0.3333333333333333
18925,ZNF263,C,ALMS1,0.3333333333333333
18926,ZNF263,C,ARHGAP6,0.3333333333333333
18927,ZNF263,C,ATCAY,0.3333333333333333
18928,ZNF263,C,ATXN1,0.3333333333333333
18929,ZNF263,C,AXIN1,0.3333333333333333
18930,ZNF263,C,HDDC2,0.3333333333333333
18931,ZKSCAN1,C,UBE2L3,0.3333333333333333
18932,ZKSCAN1,C,TICAM1,0.3333333333333333
18933,ZFX,C,IFRD1,0.3333333333333333
18934,ZFX,C,KLHL21,0.3333333333333333
18935,ZFX,C,MAN2A2,0.3333333333333333
18936,ZFX,C,MCM7,0.3333333333333333
18937,ZFX,C,MRPL36,0.3333333333333333
18938,ZFX,C,MSH6,0.3333333333333333
18939,ZFX,C,MYADM,0.3333333333333333
18940,ZFX,C,MYO1C,0.3333333333333333
18941,ZFX,C,NAA38,0.3333333333333333
18942,ZFX,C,NELFA,0.3333333333333333
18943,ZFX,C,NIPBL,0.3333333333333333
18944,ZFX,C,NSD2,0.3333333333333333
18945,ZFX,C,NUP210,0.3333333333333333
18946,ZFX,C,PCGF5,0.3333333333333333
18947,ZFX,C,PHF12,0.3333333333333333
18948,ZFX,C,POGK,0.3333333333333333
18949,ZFX,C,PUM2,0.3333333333333333
18950,ZFX,C,QRICH1,0.3333333333333333
18951,ZFX,C,RBM33,0.3333333333333333
18952,ZFX,C,RNF4,0.3333333333333333
18953,ZFX,C,RPL22,0.3333333333333333
18954,ZFX,C,SEC22C,0.3333333333333333
18955,ZFX,C,SETD5,0.3333333333333333
18956,ZFX,C,SMAD2,0.3333333333333333
18957,ZFX,C,SMCHD1,0.3333333333333333
18958,ZFX,C,TEAD3,0.3333333333333333
18959,ZFX,C,TENT4A,0.3333333333333333
18960,ZFX,C,UBE2D3,0.3333333333333333
18961,ZFX,C,UBXN2A,0.3333333333333333
18962,ZFX,C,HNRNPF,0.3333333333333333
18963,ZFX,C,USF2,0.3333333333333333
18964,ZFX,C,GABPA,0.3333333333333333
18965,ZFX,C,FBXL5,0.3333333333333333
18966,ZEB2,C,QKI,0.3333333333333333
18967,ZEB2,C,RAB31,0.3333333333333333
18968,ZEB2,C,RAB8B,0.3333333333333333
18969,ZEB2,C,RELN,0.3333333333333333
18970,ZEB2,C,SCN9A,0.3333333333333333
18971,ZEB2,C,SERTAD2,0.3333333333333333
18972,ZEB2,C,SGMS1,0.3333333333333333
18973,ZEB2,C,SPTBN1,0.3333333333333333
18974,ZEB2,C,ST3GAL2,0.3333333333333333
18975,ZEB2,C,SUSD1,0.3333333333333333
18976,ZEB2,C,TBC1D5,0.3333333333333333
18977,ZEB2,C,TBL1XR1,0.3333333333333333
18978,ZEB2,C,TCF4,0.3333333333333333
18979,ZEB2,C,UTRN,0.3333333333333333
18980,ZEB2,C,ZFPM2,0.3333333333333333
18981,ZFX,C,ADD1,0.3333333333333333
18982,ZFX,C,ANP32B,0.3333333333333333
18983,ZFX,C,ARID1B,0.3333333333333333
18984,ZFX,C,ASH2L,0.3333333333333333
18985,ZFX,C,ATG16L2,0.3333333333333333
18986,ZFX,C,CARS2,0.3333333333333333
18987,ZFX,C,CDK13,0.3333333333333333
18988,ZFX,C,CELF1,0.3333333333333333
18989,ZFX,C,CGGBP1,0.3333333333333333
18990,ZFX,C,CREB1,0.3333333333333333
18991,ZFX,C,DDX6,0.3333333333333333
18992,ZFX,C,DERL2,0.3333333333333333
18993,ZFX,C,DGCR8,0.3333333333333333
18994,ZFX,C,ERBIN,0.3333333333333333
18995,ZFX,C,FCHSD2,0.3333333333333333
18996,ZKSCAN1,C,TTC7B,0.3333333333333333
18997,ZFX,C,USP37,0.3333333333333333
18998,ZFX,C,ZMYND8,0.3333333333333333
18999,ZKSCAN1,C,DAB2IP,0.3333333333333333
19000,ZKSCAN1,C,EGLN3,0.3333333333333333
19001,ZKSCAN1,C,ELAVL1,0.3333333333333333
19002,ZKSCAN1,C,EPHB4,0.3333333333333333
19003,ZKSCAN1,C,EPOP,0.3333333333333333
19004,ZKSCAN1,C,FHAD1,0.3333333333333333
19005,ZKSCAN1,C,GABBR2,0.3333333333333333
19006,ZKSCAN1,C,GAS2L1,0.3333333333333333
19007,ZKSCAN1,C,HOOK2,0.3333333333333333
19008,ZKSCAN1,C,IQCG,0.3333333333333333
19009,ZKSCAN1,C,LTBP3,0.3333333333333333
19010,ZKSCAN1,C,MED15,0.3333333333333333
19011,ZKSCAN1,C,MSI2,0.3333333333333333
19012,ZKSCAN1,C,MYEOV,0.3333333333333333
19013,ZKSCAN1,C,NFASC,0.3333333333333333
19014,ZKSCAN1,C,PEDS1,0.3333333333333333
19015,ZKSCAN1,C,PIP5KL1,0.3333333333333333
19016,ZKSCAN1,C,PRR5,0.3333333333333333
19017,ZKSCAN1,C,PTPRF,0.3333333333333333
19018,ZKSCAN1,C,RAB11FIP5,0.3333333333333333
19019,ZKSCAN1,C,RAI1,0.3333333333333333
19020,ZKSCAN1,C,RALGDS,0.3333333333333333
19021,ZKSCAN1,C,RAPGEF3,0.3333333333333333
19022,ZKSCAN1,C,RHOD,0.3333333333333333
19023,ZKSCAN1,C,RIPOR1,0.3333333333333333
19024,ZKSCAN1,C,SEPTIN9,0.3333333333333333
19025,ZKSCAN1,C,SMOX,0.3333333333333333
19026,ZKSCAN1,C,SPAG9,0.3333333333333333
19027,ZKSCAN1,C,SULT2B1,0.3333333333333333
19028,ZKSCAN1,C,CYTH1,0.3333333333333333
19029,ZFX,C,ZBTB7A,0.3333333333333333
19030,ZKSCAN1,C,CYRIB,0.3333333333333333
19031,ZKSCAN1,C,CHD9,0.3333333333333333
19032,ZFX,C,ZNF143,0.3333333333333333
19033,ZFX,C,ZNF398,0.3333333333333333
19034,ZHX1,C,ATF1,0.3333333333333333
19035,ZHX1,C,CAST,0.3333333333333333
19036,ZHX1,C,CHD9,0.3333333333333333
19037,ZHX1,C,MGA,0.3333333333333333
19038,ZHX1,C,NEK7,0.3333333333333333
19039,ZHX1,C,NFE2L2,0.3333333333333333
19040,ZHX1,C,NR3C1,0.3333333333333333
19041,ZHX1,C,SOS1,0.3333333333333333
19042,ZHX1,C,STAG2,0.3333333333333333
19043,ZHX2,C,ARID1B,0.3333333333333333
19044,ZHX2,C,FOXP1,0.3333333333333333
19045,ZHX2,C,HIVEP2,0.3333333333333333
19046,ZHX2,C,IST1,0.3333333333333333
19047,ZHX2,C,NDRG1,0.3333333333333333
19048,ZHX2,C,NXN,0.3333333333333333
19049,ZHX2,C,SQSTM1,0.3333333333333333
19050,ZHX2,C,ZBTB38,0.3333333333333333
19051,ZHX2,C,ZBTB4,0.3333333333333333
19052,ZKSCAN1,C,ABLIM2,0.3333333333333333
19053,ZKSCAN1,C,ACTB,0.3333333333333333
19054,ZKSCAN1,C,ADGRG1,0.3333333333333333
19055,ZKSCAN1,C,ALDH3B1,0.3333333333333333
19056,ZKSCAN1,C,ARHGAP22,0.3333333333333333
19057,ZKSCAN1,C,ARHGEF19,0.3333333333333333
19058,ZKSCAN1,C,BAZ2A,0.3333333333333333
19059,ZKSCAN1,C,BICRA,0.3333333333333333
19060,ZKSCAN1,C,CAPZB,0.3333333333333333
19061,ZKSCAN1,C,CRB2,0.3333333333333333
19062,ZNF263,C,HIVEP2,0.3333333333333333
19063,ZNF263,C,HMGB2,0.3333333333333333
19064,ZNF263,C,ID2,0.3333333333333333
19065,ZNF584,C,SUPV3L1,0.3333333333333333
19066,ZNF584,C,TRMT12,0.3333333333333333
19067,ZNF584,C,UTP11,0.3333333333333333
19068,ZNF589,C,GALM,0.3333333333333333
19069,ZNF592,C,AHDC1,0.3333333333333333
19070,ZNF592,C,BCL9L,0.3333333333333333
19071,ZNF592,C,FBXL18,0.3333333333333333
19072,ZNF592,C,FTSJ3,0.3333333333333333
19073,ZNF592,C,LRRC41,0.3333333333333333
19074,ZNF592,C,PCIF1,0.3333333333333333
19075,ZNF592,C,PHF8,0.3333333333333333
19076,ZNF592,C,PREX1,0.3333333333333333
19077,ZNF592,C,PRPF8,0.3333333333333333
19078,ZNF592,C,SART3,0.3333333333333333
19079,ZNF592,C,STRIP1,0.3333333333333333
19080,ZNF592,C,VPS26C,0.3333333333333333
19081,ZNF592,C,WIPF2,0.3333333333333333
19082,ZNF592,C,ZNF646,0.3333333333333333
19083,ZNF639,C,AHCTF1,0.3333333333333333
19084,ZNF639,C,CSDE1,0.3333333333333333
19085,ZNF639,C,CTBS,0.3333333333333333
19086,ZNF639,C,DNM1L,0.3333333333333333
19087,ZNF639,C,EPM2A,0.3333333333333333
19088,ZNF639,C,HIPK3,0.3333333333333333
19089,ZNF639,C,HMGB1,0.3333333333333333
19090,ZNF639,C,MAPK9,0.3333333333333333
19091,ZNF639,C,MEF2A,0.3333333333333333
19092,ZNF639,C,MTDH,0.3333333333333333
19093,ZNF639,C,PDS5B,0.3333333333333333
19094,ZNF584,C,SLC35F6,0.3333333333333333
19095,ZNF639,C,PHF10,0.3333333333333333
19096,ZNF584,C,PRPF8,0.3333333333333333
19097,ZNF584,C,DNAJB12,0.3333333333333333
19098,ZNF384,C,NFIX,0.3333333333333333
19099,ZNF384,C,PHACTR4,0.3333333333333333
19100,ZNF384,C,PHF21A,0.3333333333333333
19101,ZNF384,C,PI4KA,0.3333333333333333
19102,ZNF384,C,PRPF31,0.3333333333333333
19103,ZNF384,C,PRRC2B,0.3333333333333333
19104,ZNF384,C,PTK2,0.3333333333333333
19105,ZNF384,C,RACGAP1,0.3333333333333333
19106,ZNF384,C,SAMD4A,0.3333333333333333
19107,ZNF384,C,SEPTIN9,0.3333333333333333
19108,ZNF384,C,SMAD7,0.3333333333333333
19109,ZNF384,C,SORBS1,0.3333333333333333
19110,ZNF384,C,SOX6,0.3333333333333333
19111,ZNF384,C,SPEN,0.3333333333333333
19112,ZNF384,C,SRPK2,0.3333333333333333
19113,ZNF384,C,TAOK3,0.3333333333333333
19114,ZNF384,C,TBC1D14,0.3333333333333333
